name,domain,what,region,website,github,linkedin_org,community_url,events_url,linkedin_people,tags,related_to,source,founding_year,takes_contributors,careers_url,last_verified
Takiwā,iwi / Māori tech initiatives,"Takiwā is a New Zealand geospatial mapping platform, running since 2012, that lets Māori landowners, iwi, and other indigenous communities collect and control their own cultural and environmental data on interactive maps, instead of only government agencies holding that data.",national,https://www.takiwa.co/,,,,,,Māori tech; indigenous data sovereignty; geospatial; mapping; startup,Te Kāhui Raraunga; Te Mana Raraunga,"takiwa.co homepage (verified via curl and WebFetch, HTTP 200)",,,,2026-08-05
Taranaki Regional Council Open Data,open-data,"Taranaki Regional Council's open data hub lets people download public datasets and story maps about biodiversity, rivers, resource consents, and iwi boundaries in the Taranaki region.",Taranaki,https://opendata-trcnz.hub.arcgis.com/,,,,,,regional council; open data; environment; GIS,,"opendata-trcnz.hub.arcgis.com homepage (verified via curl, HTTP 200)",,,,2026-08-05
Tasman District Council GeoHUB,open-data,"Tasman District Council's GeoHUB is an open data catalogue where people can download the council's public GIS layers, like property and planning information, for the Tasman region.",Tasman,https://geohub.tasman.govt.nz/,,,,,,district council; open data; GIS,,"geohub.tasman.govt.nz homepage (verified via curl, HTTP 200)",,,,2026-08-05
Te Au Pūngao,makerspaces / hackerspaces,"Te Au Pūngao is Marlborough's technology and innovation hub in Blenheim, run by Whiringa under contract to Marlborough District Council, offering co-working space, 3D printers, soldering stations and VR headsets, plus a microgrants programme to help local start-ups take their first steps.",Marlborough,https://www.teaupungao.com,,,,,,makerspace; coworking; innovation hub; Marlborough; microgrants,,"Scoop ""New Marlborough Tech Hub A 'Gamechanger'"" (31 Jul 2025); whiringa.com (verified via WebFetch); Weekly Voice article on the Te Au Pūngao microgrants programme",2025,,,2026-08-06
Te Hapori Matihiko,iwi / Māori tech initiatives,"Te Hapori Matihiko is a global community for Māori working in, or aspiring to work in, the digital and tech industries. Founded in 2022 by Katie Brown and Lee Timutimu with MBIE Māori Innovation funding, it provides advocacy, professional networking, and cultural support, and runs the annual Ngā Tohu Matihiko awards celebrating Māori excellence in digital and technology across Aotearoa and the world.",national,https://matihiko.nz,,https://www.linkedin.com/company/te-hapori-matihiko,,,,māori-tech; digital-community; advocacy; tech-leadership; te-ao-māori,,"matihiko.nz confirmed active via web search; Ngā Tohu Matihiko 2025 awards confirmed by NZ Herald, Reseller News, and Thaiger; founded 2022 by Katie Brown and Lee Timutimu confirmed via Poutama Trust, Social Good NZ and matihiko.nz itself; verified via web search 2026-08-05",2022,,,2026-08-05
Te Hiku Media / Papa Reo,Māori data sovereignty / indigenous data,"Te Hiku Media is a Northland-based iwi (tribal) radio and media organisation whose Papa Reo project builds speech-recognition and language technology for te reo Māori, while keeping ownership of the language data with the Māori community that provided it.",Kaitaia,https://papareo.nz,https://github.com/TeHikuMedia,,,,,Māori data sovereignty; language technology; speech recognition; te reo Māori; open source,Te Mana Raraunga,"papareo.nz, tehiku.nz, and github.com/TeHikuMedia (all verified via WebFetch); NVIDIA blog background via web search",,,,2026-08-05
Te Hīhiri Digital Innovation Hub,Māori data sovereignty / indigenous data,"Te Hīhiri Digital Innovation Hub, run by Te Matarau a Maui in the Wellington region, supports Māori entrepreneurs and technologists through five local hubs, offering mentoring and access to funding and networks so tech businesses can grow in a way grounded in Māori values.",Wellington,https://tematarau.co.nz/programmes/te-hihiri-digital-innovation-hub,,,,,,Māori tech; digital innovation hub; entrepreneurship; regional network,Te Mana Raraunga; Te Kāhui Raraunga,tematarau.co.nz Te Hīhiri Digital Innovation Hub page (verified via WebFetch),,,,2026-08-05
Te Kāhui Raraunga,Māori data sovereignty / indigenous data,"Te Kāhui Raraunga is an independent charitable trust, set up in 2019 to carry out the work of the Data Iwi Leaders Group, that builds tools like the Te Whata data platform so iwi, hapū, and whānau Māori can collect, govern, and use their own data.",national,https://www.kahuiraraunga.io,,,,,,Māori data sovereignty; indigenous rights; data governance; charitable trust,Te Mana Raraunga,kahuiraraunga.io (verified via WebFetch),,,,2026-08-05
Te Mana Raraunga,Māori data sovereignty / indigenous data,"Te Mana Raraunga is the Māori Data Sovereignty Network, founded in 2015, which advocates for data about Māori people to be governed by Māori themselves, and helped start the wider global Indigenous data sovereignty movement.",national,https://www.temanararaunga.maori.nz,,,,,,Māori data sovereignty; indigenous rights; data governance; network,Te Hiku Media,temanararaunga.maori.nz (verified via WebFetch),,,,2026-08-05
Te Pā Tūwatawata,Māori data sovereignty / indigenous data,"Te Pā Tūwatawata is Aotearoa's first decentralised, Māori-owned data storage network, letting marae, hapū, iwi, and other Māori organisations store their data on New Zealand-owned infrastructure under their own tikanga rather than on foreign-owned cloud servers.",national,https://tepatuwatawata.io,,,,,,Māori data sovereignty; data storage; decentralised infrastructure; tikanga; open source,Te Kāhui Raraunga,"tepatuwatawata.io homepage and kahuiraraunga.io/panui/tepaatuuwatawata (verified via WebFetch), launch reported by Waatea News 22 May 2026",2026,,,2026-08-06
Te Pūnaha Matatini,research / education tech,"Te Pūnaha Matatini is a research centre that studies complex systems, like disease spread, ecosystems, and social networks, to help New Zealand understand and respond to big interconnected challenges.",Auckland,https://www.tepunahamatatini.ac.nz,,,,,,complex systems research; data science; Centre of Research Excellence; University of Auckland,,tepunahamatatini.ac.nz homepage (verified via WebFetch),,,,2026-08-05
Tech for Good New Zealand,nonprofit / NGO tech,"A free, volunteer-run meetup community for anyone interested in using technology for social good in Aotearoa. Part of the global NetSquared network, it brings together charities, community groups, social enterprises, tech professionals, and digital marketers at regular events.",Auckland,https://www.meetup.com/tech-for-good-new-zealand/,,,,https://www.meetup.com/tech-for-good-new-zealand/events/,,community; meetup; netsquared; networking,,"meetup.com/tech-for-good-new-zealand, verified 2026-08-06 (group description and upcoming events page)",,true,,2026-08-06
The Cacophony Project,green / climate-tech,"The Cacophony Project is a New Zealand non-profit that builds free, open-source cameras and software that use artificial intelligence to automatically spot introduced predators, like rats and stoats, so conservation workers can protect native birds more effectively.",national,https://www.cacophony.org.nz,https://github.com/TheCacophonyProject,,,,,climate tech; conservation tech; AI; open source; non-profit; predator control,,cacophony.org.nz homepage (verified via WebFetch) and github.com/TheCacophonyProject (verified via web search); opensource.com background via web search,,,,2026-08-05
The Cause Collective,digital-inclusion,"The Cause Collective is a South Auckland charitable organisation that runs a Creative and Tech Hub and a mobile tech van, giving rangatahi Maori and Pasifika free hands-on technology training, device access, and pathways into the tech sector.",Tamaki Makaurau,https://www.thecausecollective.org.nz,,https://nz.linkedin.com/company/the-cause-collective-nz,,,,digital inclusion; maori; pasifika; youth tech; south auckland,,"Web search confirmed via aceaotearoa.org.nz/news-and-resources/news/cause-collective-championing-maori-and-pacific-talent-tech, tindall.org.nz/one-community-shaping-aotearoas-tech-future-the-cause-collective/, and LinkedIn company page; direct site fetch blocked by bot protection (403) (verified 2026-08-05)",,,,2026-08-05
The Good Registry,volunteering / giving platforms,"The Good Registry is a Wellington social enterprise and charitable trust that sells charity gift cards and runs corporate giving programmes, letting people split a gift between more than 60 New Zealand causes instead of buying more stuff. It was founded in 2017 by Christine Langdon, Tracey Bridges, and Sue McCabe.",Wellington,https://thegoodregistry.com,,https://nz.linkedin.com/company/the-good-registry,,,,charity gift cards; corporate giving; giving platform; social enterprise,Givealittle,thegoodregistry.com about page (verified via WebFetch); WebSearch results confirming the 2017 founding date and Wellington base; LinkedIn company page confirmed via WebSearch,2017,,,2026-08-06
The Spinoff,journalism / media-tech,"The Spinoff is an independent, digital-native New Zealand news and culture website, founded in 2014, covering politics, society, and Māori affairs through articles, podcasts, newsletters, and a mobile app.",Auckland,https://thespinoff.co.nz,,https://nz.linkedin.com/company/the-spinoff,,,,independent media; digital-native; journalism; podcasts,Newsroom,thespinoff.co.nz (verified via WebFetch); LinkedIn company listing found via web search,,,,2026-08-05
Tinkd Makerspace,makerspaces / hackerspaces,"Tinkd Makerspace is a not-for-profit community workshop in Tauranga, run by STEM Wana Trust, where people share 3D printers, laser cutters, sewing machines, and electronics gear, and learn making and digital skills from each other at open evening and weekend sessions.",Tauranga,https://tinkd.nz,,,,,,makerspace; hackerspace; community tech space; STEM education; charity,,tinkd.nz/our-story and tinkd.nz homepage (verified via WebFetch); stemwana.nz Tinkd Makerspace page found via web search,2020,,,2026-08-06
Toha Network,green / climate-tech,"Toha is a New Zealand technology platform that lets landowners and community groups get paid for verified environmental work, like restoring wetlands or improving water quality, by turning that work into tradeable, data-backed environmental credits.",national,https://toha.network,,https://nz.linkedin.com/company/toha-nz,,,,climate tech; environmental data; regenerative economy; fintech,,toha.network (verified via WebFetch),,,,2026-08-05
Tolaga Bay Innovation,digital-inclusion,"Tolaga Bay Innovation runs a co-working and technology hub in Uawa (Tolaga Bay) offering digital skills training, business mentorship and seed funding to grassroots and Māori entrepreneurs, and is part of the Te Tairāwhiti Digital Equity Collective helping set up tech hubs from Hicks Bay to Wairoa.",Gisborne,https://www.tbict.org,,,,,,digital equity; rural; Māori entrepreneurship; tech hub; East Coast,,"tbict.org homepage and projects page (verified via WebFetch); InternetNZ article ""Stories from Te Tairāwhiti, united for digital equity""",2018,,,2026-08-06
Trap.NZ,green / climate-tech,"Trap.NZ is a free app built by New Zealand company Groundtruth, with support from WWF-New Zealand, that lets community volunteers record and map where they trap pest animals like rats and possums, so more than 9,000 conservation groups can see where pests are being caught across the country.",national,https://trap.nz,,,,,,predator control; conservation; community science; Predator Free 2050; mapping,The Cacophony Project,"trap.nz homepage (verified via curl, HTTP 200); doc.govt.nz and predatorfreenz.org pages describing Trap.NZ found via web search",,,,2026-08-05
Tātai Aho Rau Core Education,research / education tech,"Tātai Aho Rau Core Education is a Christchurch-founded, charity-registered social enterprise that has worked since 2003 on educational research, teacher professional development, and free digital resources like the LEARNZ virtual field trips for New Zealand schools.",Christchurch,https://core-ed.org,,https://nz.linkedin.com/company/tatai-aho-rau-core-education,,,,education technology; research; teacher training; charity,,core-ed.org/en_NZ/about-core/our-whakapapa (verified via WebFetch),,,,2026-08-05
Volunteering New Zealand (Tūao Aotearoa),nonprofit / NGO tech,"Volunteering New Zealand is the national body for volunteering, an incorporated society that runs training, online tools, and a volunteer centre network to help community organisations recruit and manage volunteers.",Wellington,https://www.volunteeringnz.org.nz,,,,,,volunteering; nonprofit tech; peak body; community organisations,Collaborate,volunteeringnz.org.nz (verified via WebFetch),,,,2026-08-05
Waikato Open Data Hub,open-data,"The Waikato Open Data Hub is a website where nine councils across the Waikato region share their maps and datasets together, covering things like roads, pipes, and land boundaries, so anyone can search and download them in one place.",Waikato,https://colabsolutions.govt.nz/shared-services/geospatial-projects-and-services/wodh/,,,,,,open data; geospatial; local government; council,data.govt.nz,colabsolutions.govt.nz Waikato Open Data Hub page (verified via WebFetch),,,,2026-08-05
Wellington City Council Open Data,open-data,"Wellington City Council has published open geospatial data since 2010, including aerial photos, historic maps, building footprints, and hazard information, free for anyone to download and reuse.",Wellington,https://data-wcc.opendata.arcgis.com/,,,,,,city council; open data; GIS,,"data-wcc.opendata.arcgis.com homepage (verified via curl, HTTP 200)",,,,2026-08-05
Wellington Community Justice Project,legal-aid / justice tech,"The Wellington Community Justice Project is a charity run by Victoria University of Wellington law students, started in 2010, that runs free advocacy, education, human rights, and law reform projects to improve access to justice for people the legal system overlooks.",Wellington,https://www.wellingtoncjp.com/,,,,,,access to justice; student-led; advocacy; non-profit,Community Law Centres o Aotearoa,"wellingtoncjp.com homepage and about-us page (verified via curl, HTTP 200, outside default sandbox network restrictions)",,,,2026-08-05
Wellington Hackspace (WHACK),civic-tech,"WHACK, or Wellington Hackspace, is a member-run community workshop in Wellington where people share tools like 3D printers, laser cutters, and CNC machines, and learn making and electronics skills from each other.",Wellington,https://whack.nz,,,,,,makerspace; hackerspace; community tech space; volunteer-run,Hackland,"whack.nz homepage (verified via curl, HTTP 200); whack.nz/spaces page found via web search",,,,2026-08-05
WestREAP (Westland Rural Education Activities Programme),digital-inclusion,"WestREAP is a not-for-profit based in Hokitika that has run adult and community education across the West Coast for more than 40 years, including digital literacy workshops that help isolated communities, like Runanga, learn everyday technology skills such as Wi-Fi calling to stay in touch with whanau.",West Coast,https://www.westreap.org.nz,,,,,,digital inclusion; digital literacy; rural education; charity; adult education,,"westreap.org.nz/about (verified via WebFetch); aceaotearoa.org.nz article ""WestREAP's ACE Programmes Strengthening Rural Communities"" describing its digital literacy workshops, found via web search",,,,2026-08-06
Whakarongorau Aotearoa,crisis / humanitarian-tech,"Whakarongorau Aotearoa (formerly Homecare Medical) is New Zealand's government-funded telehealth provider, running free 24/7 phone and text services like Healthline and the 1737 Need to Talk mental health line for millions of callers a year.",national,https://whakarongorau.nz,,https://nz.linkedin.com/company/whakarongorau-new-zealand,,,,telehealth; crisis line; mental health; government-funded,New Zealand Red Cross,whakarongorau.nz (verified via WebFetch); LinkedIn company listing found via web search,,,,2026-08-05
Whānau Tahi,health tech for good / hauora Māori,"Whānau Tahi is a Māori-owned health and social services software company, set up by Te Whānau O Waipareira Trust to build the Whānau Tahi Navigator case management platform, and it now serves more than 100 health and social service organisations and over 100,000 patients across New Zealand, and has expanded into the Australian and North American markets.",Auckland,https://www.whanautahi.com,,,,,,hauora Māori; health tech; Māori-owned; case management,,whanautahi.com homepage and idealog.co.nz/tech/2016/06/maori-health-software-company-whanau-tahi-makes-history (verified via WebFetch and WebSearch),2010,,,2026-08-06
Workbridge,disability employment tech,"Workbridge is a New Zealand employment service that helps disabled jobseekers find work, offering things like CV help, employer connections, and up to a year of ongoing support once someone starts a new job.",national,https://www.workbridge.co.nz,,,,,,disability employment; employment service; non-profit,IHC New Zealand; Blind Low Vision NZ,workbridge.co.nz homepage (verified via WebFetch),,,,2026-08-05
